order_id,customer_id,product_id,order_date,demand_qty,revenue
ORD-000064,CUST-0326,PROD-0057,2023-11-24,14,4538.69
ORD-000065,CUST-0394,PROD-0021,2023-12-10,16,3124.0
ORD-000066,CUST-0999,PROD-0100,2023-12-05,14,11638.34
ORD-000067,CUST-0585,PROD-0039,2023-11-08,15,3683.7
ORD-000068,CUST-0639,PROD-0088,2023-06-25,7,3147.9
ORD-000069,CUST-0772,PROD-0082,2023-08-22,5,1582.2
ORD-000070,CUST-0230,PROD-0075,2023-06-13,2,862.78
ORD-000071,CUST-0874,PROD-0066,2023-09-28,12,7083.07
ORD-000072,CUST-0944,PROD-0094,2023-10-26,14,12084.8
ORD-000073,CUST-0976,PROD-0074,2023-02-02,11,3416.38
ORD-000074,CUST-0516,PROD-0051,2023-06-02,9,5276.23
ORD-000075,CUST-0625,PROD-0042,2023-03-17,11,8504.98
ORD-000076,CUST-0328,PROD-0072,2023-05-13,17,12150.41
ORD-000077,CUST-0225,PROD-0057,2023-01-23,19,6159.65
ORD-000078,CUST-0746,PROD-0074,2023-08-11,9,2795.22
ORD-000079,CUST-0413,PROD-0079,2023-09-17,11,754.12
ORD-000080,CUST-0670,PROD-0093,2023-01-02,3,2526.45
ORD-000081,CUST-0122,PROD-0016,2023-05-21,9,4767.44
ORD-000082,CUST-0408,PROD-0027,2023-08-15,18,9813.96
ORD-000083,CUST-0146,PROD-0060,2023-05-21,15,6102.0
ORD-000084,CUST-0983,PROD-0019,2023-08-19,1,74.03
ORD-000085,CUST-0417,PROD-0094,2023-05-11,6,5179.2
ORD-000086,CUST-0874,PROD-0058,2023-06-19,7,3468.99
ORD-000087,CUST-0905,PROD-0057,2023-02-23,6,1945.15
ORD-000088,CUST-0775,PROD-0018,2023-01-21,11,2116.51
ORD-000089,CUST-0499,PROD-0100,2023-02-18,15,12469.65
ORD-000090,CUST-0019,PROD-0092,2023-02-02,4,3928.8
ORD-000091,CUST-0273,PROD-0044,2023-03-07,6,5967.96
ORD-000092,CUST-0447,PROD-0043,2023-11-02,19,1191.87
ORD-000093,CUST-0816,PROD-0059,2023-03-15,11,4237.53
ORD-000094,CUST-0547,PROD-0065,2023-06-22,15,10165.8
ORD-000095,CUST-0424,PROD-0088,2023-08-03,17,7644.9
ORD-000096,CUST-0043,PROD-0002,2023-09-02,11,9451.2
ORD-000097,CUST-0224,PROD-0090,2023-05-15,13,4440.67
ORD-000098,CUST-0424,PROD-0014,2023-04-11,11,4005.41
ORD-000099,CUST-0222,PROD-0097,2023-04-11,10,5309.88
ORD-000100,CUST-0971,PROD-0083,2023-02-21,14,7064.06
ORD-000101,CUST-0430,PROD-0093,2023-01-14,3,2526.45
ORD-000102,CUST-0923,PROD-0061,2023-01-22,13,11015.29
ORD-000103,CUST-0444,PROD-0047,2023-07-06,5,4429.1
ORD-000104,CUST-0261,PROD-0088,2023-12-18,15,6745.5
ORD-000105,CUST-0582,PROD-0067,2023-08-05,11,2959.88
ORD-000106,CUST-0159,PROD-0043,2023-09-13,1,62.73
ORD-000107,CUST-0749,PROD-0044,2023-05-29,18,17903.88
ORD-000108,CUST-0409,PROD-0037,2023-12-22,10,6755.5
ORD-000109,CUST-0983,PROD-0029,2023-01-31,2,785.69
ORD-000110,CUST-0999,PROD-0062,2023-02-27,2,1862.84
ORD-000111,CUST-0851,PROD-0089,2023-03-02,19,12893.21
ORD-000112,CUST-0324,PROD-0089,2023-03-24,6,4071.54
ORD-000113,CUST-0504,PROD-0010,2023-07-23,4,1539.36
ORD-000114,CUST-0061,PROD-0088,2023-05-22,16,7195.2
ORD-000115,CUST-0493,PROD-0006,2023-11-30,19,17801.48
ORD-000116,CUST-0621,PROD-0082,2023-12-04,2,632.88
ORD-000117,CUST-0328,PROD-0049,2023-09-13,2,1908.02
ORD-000118,CUST-0094,PROD-0095,2023-11-09,6,3478.03
ORD-000119,CUST-0548,PROD-0055,2023-07-26,11,4234.96
ORD-000120,CUST-0245,PROD-0055,2023-05-27,12,4619.95
ORD-000121,CUST-0201,PROD-0063,2023-09-12,7,1080.74
ORD-000122,CUST-0439,PROD-0060,2023-05-29,3,1220.4
ORD-000123,CUST-0496,PROD-0020,2023-04-21,11,5544.22
ORD-000124,CUST-0372,PROD-0012,2023-09-01,4,3896.76
ORD-000125,CUST-0880,PROD-0038,2023-11-16,17,14736.96
ORD-000126,CUST-0689,PROD-0068,2023-12-08,13,6396.78
ORD-000127,CUST-0942,PROD-0057,2023-05-27,18,5835.46
ORD-000128,CUST-0983,PROD-0046,2023-01-16,10,4214.28
ORD-000129,CUST-0608,PROD-0077,2023-06-29,4,2477.12
ORD-000130,CUST-0865,PROD-0060,2023-05-02,8,3254.4
ORD-000131,CUST-0149,PROD-0002,2023-01-18,4,3436.8
ORD-000132,CUST-0304,PROD-0025,2023-07-23,12,3862.8
ORD-000133,CUST-0520,PROD-0043,2023-05-12,19,1191.87
ORD-000134,CUST-0678,PROD-0084,2023-10-02,14,5730.31
ORD-000135,CUST-0410,PROD-0019,2023-10-18,15,1110.42
ORD-000136,CUST-0116,PROD-0042,2023-05-11,11,8504.98
ORD-000137,CUST-0012,PROD-0005,2023-08-08,15,12808.65
ORD-000138,CUST-0161,PROD-0074,2023-05-09,8,2484.64
ORD-000139,CUST-0675,PROD-0049,2023-07-10,12,11448.12
ORD-000140,CUST-0650,PROD-0048,2023-04-23,15,11291.4
ORD-000141,CUST-0536,PROD-0090,2023-09-11,13,4440.67
ORD-000142,CUST-0254,PROD-0068,2023-06-17,2,984.12
ORD-000143,CUST-0963,PROD-0030,2023-12-24,7,4186.49
ORD-000144,CUST-0663,PROD-0013,2023-07-12,3,1699.2
ORD-000145,CUST-0131,PROD-0100,2023-09-25,1,831.31
ORD-000146,CUST-0986,PROD-0018,2023-03-10,15,2886.15
ORD-000147,CUST-0099,PROD-0019,2023-01-01,14,1036.39
ORD-000148,CUST-0764,PROD-0063,2023-08-29,8,1235.14
ORD-000149,CUST-0415,PROD-0071,2023-01-15,17,5284.01
ORD-000150,CUST-0078,PROD-0063,2023-01-16,11,1698.31
ORD-000151,CUST-0082,PROD-0070,2023-12-02,18,15330.6
ORD-000152,CUST-0029,PROD-0006,2023-02-26,17,15927.64
ORD-000153,CUST-0554,PROD-0036,2023-12-28,14,9130.8
ORD-000154,CUST-0977,PROD-0045,2023-12-16,4,1922.2
ORD-000155,CUST-0028,PROD-0040,2023-07-08,15,7638.15
ORD-000156,CUST-0298,PROD-0007,2023-07-20,17,13423.71
ORD-000157,CUST-0137,PROD-0029,2023-11-04,17,6678.35
ORD-000158,CUST-0129,PROD-0079,2023-12-17,10,685.56
ORD-000159,CUST-0837,PROD-0085,2023-04-12,13,11555.44
ORD-000160,CUST-0894,PROD-0007,2023-02-13,14,11054.82
ORD-000161,CUST-0971,PROD-0096,2023-01-17,9,3062.45
ORD-000162,CUST-0401,PROD-0048,2023-03-30,10,7527.6
ORD-000163,CUST-0652,PROD-0031,2023-02-19,2,1958.64
ORD-000164,CUST-0081,PROD-0052,2023-05-24,5,2904.25
ORD-000165,CUST-0755,PROD-0100,2023-04-17,13,10807.03
ORD-000166,CUST-0978,PROD-0025,2023-11-11,7,2253.3
ORD-000167,CUST-0766,PROD-0096,2023-09-26,18,6124.9
ORD-000168,CUST-0254,PROD-0052,2023-07-07,4,2323.4
ORD-000169,CUST-0424,PROD-0021,2023-01-31,19,3709.75
ORD-000170,CUST-0573,PROD-0094,2023-09-15,1,863.2
ORD-000171,CUST-0254,PROD-0080,2023-12-29,9,5718.06
ORD-000172,CUST-0150,PROD-0078,2023-01-04,17,3689.34
ORD-000173,CUST-0171,PROD-0062,2023-12-05,4,3725.68
ORD-000174,CUST-0145,PROD-0016,2023-05-06,19,10064.6
ORD-000175,CUST-0740,PROD-0040,2023-06-03,1,509.21
ORD-000176,CUST-0051,PROD-0033,2023-03-29,16,14527.68
ORD-000177,CUST-0870,PROD-0053,2023-04-22,16,15691.52
ORD-000178,CUST-0320,PROD-0015,2023-12-20,9,4463.1
ORD-000179,CUST-0405,PROD-0010,2023-08-10,8,3078.72
ORD-000180,CUST-0191,PROD-0094,2023-01-07,5,4316.0
ORD-000181,CUST-0503,PROD-0094,2023-01-29,11,9495.2
ORD-000182,CUST-0464,PROD-0085,2023-01-21,12,10666.56
ORD-000183,CUST-0054,PROD-0095,2023-08-30,18,10434.1
ORD-000184,CUST-0965,PROD-0045,2023-12-22,1,480.55
ORD-000185,CUST-0472,PROD-0062,2023-02-02,8,7451.36
ORD-000186,CUST-0847,PROD-0079,2023-12-16,9,617.0
ORD-000187,CUST-0541,PROD-0049,2023-06-19,16,15264.16
ORD-000188,CUST-0738,PROD-0067,2023-10-18,16,4305.28
ORD-000189,CUST-0835,PROD-0011,2023-07-05,5,4706.65
ORD-000190,CUST-0866,PROD-0083,2023-06-13,9,4541.18
ORD-000191,CUST-0740,PROD-0070,2023-12-15,17,14478.9
ORD-000192,CUST-0763,PROD-0042,2023-11-05,12,9278.16
ORD-000193,CUST-0578,PROD-0067,2023-08-15,16,4305.28
ORD-000194,CUST-0342,PROD-0073,2023-07-28,5,2808.8
ORD-000195,CUST-0012,PROD-0035,2023-10-28,12,4356.96
ORD-000196,CUST-0915,PROD-0075,2023-07-10,17,7333.63
ORD-000197,CUST-0821,PROD-0011,2023-12-25,12,11295.96
ORD-000198,CUST-0235,PROD-0029,2023-05-01,6,2357.06
ORD-000199,CUST-0800,PROD-0052,2023-05-11,14,8131.9
ORD-000200,CUST-0841,PROD-0080,2023-05-18,13,8259.42
ORD-000201,CUST-0703,PROD-0011,2023-08-08,13,12237.29
ORD-000202,CUST-0121,PROD-0027,2023-05-02,19,10359.18
ORD-000203,CUST-0289,PROD-0047,2023-02-19,6,5314.92
ORD-000204,CUST-0005,PROD-0007,2023-01-21,8,6317.04
ORD-000205,CUST-0951,PROD-0061,2023-01-28,12,10167.96
ORD-000206,CUST-0600,PROD-0012,2023-11-23,6,5845.14
ORD-000207,CUST-0881,PROD-0009,2023-10-27,4,2356.28
ORD-000208,CUST-0429,PROD-0100,2023-05-05,15,12469.65
ORD-000209,CUST-0996,PROD-0015,2023-10-06,15,7438.5
ORD-000210,CUST-0701,PROD-0094,2023-03-03,7,6042.4
ORD-000211,CUST-0941,PROD-0062,2023-11-28,7,6519.94
ORD-000212,CUST-0397,PROD-0068,2023-04-08,1,492.06
ORD-000213,CUST-0596,PROD-0079,2023-03-30,1,68.56
ORD-000214,CUST-0209,PROD-0082,2023-05-30,15,4746.6
ORD-000215,CUST-0795,PROD-0012,2023-07-23,14,13638.66
ORD-000216,CUST-0099,PROD-0074,2023-12-06,16,4969.28
ORD-000217,CUST-0140,PROD-0071,2023-03-22,18,5594.83
ORD-000218,CUST-0515,PROD-0034,2023-04-25,4,1782.84
ORD-000219,CUST-0216,PROD-0024,2023-01-15,16,11624.32
ORD-000220,CUST-0716,PROD-0081,2023-06-24,10,2457.72
ORD-000221,CUST-0116,PROD-0075,2023-10-29,14,6039.46
ORD-000222,CUST-0817,PROD-0096,2023-07-15,1,340.27
ORD-000223,CUST-0477,PROD-0099,2023-05-02,10,3401.2
ORD-000224,CUST-0381,PROD-0058,2023-06-13,10,4955.7
ORD-000225,CUST-0330,PROD-0042,2023-06-03,9,6958.62
ORD-000226,CUST-0849,PROD-0034,2023-03-04,13,5794.23
ORD-000227,CUST-0056,PROD-0011,2023-04-23,9,8471.97
ORD-000228,CUST-0722,PROD-0007,2023-01-16,10,7896.3
ORD-000229,CUST-0994,PROD-0049,2023-06-07,14,13356.14
ORD-000230,CUST-0796,PROD-0056,2023-10-22,6,2473.56
ORD-000231,CUST-0841,PROD-0086,2023-07-14,17,2293.98
ORD-000232,CUST-0782,PROD-0037,2023-10-04,8,5404.4
ORD-000233,CUST-0771,PROD-0039,2023-09-09,9,2210.22
ORD-000234,CUST-0799,PROD-0026,2023-05-01,7,3861.83
ORD-000235,CUST-0157,PROD-0088,2023-11-17,6,2698.2
ORD-000236,CUST-0132,PROD-0026,2023-11-14,10,5516.9
ORD-000237,CUST-0495,PROD-0075,2023-08-19,13,5608.07
ORD-000238,CUST-0138,PROD-0066,2023-02-04,2,1180.51
ORD-000239,CUST-0715,PROD-0006,2023-11-22,15,14053.8
ORD-000240,CUST-0076,PROD-0070,2023-03-21,16,13627.2
ORD-000241,CUST-0903,PROD-0078,2023-10-03,8,1736.16
ORD-000242,CUST-0862,PROD-0008,2023-04-17,7,4729.27
ORD-000243,CUST-0988,PROD-0016,2023-06-18,6,3178.3
ORD-000244,CUST-0967,PROD-0075,2023-04-16,16,6902.24
ORD-000245,CUST-0895,PROD-0080,2023-03-14,5,3176.7
ORD-000246,CUST-0684,PROD-0070,2023-03-28,8,6813.6
ORD-000247,CUST-0973,PROD-0024,2023-10-04,9,6538.68
ORD-000248,CUST-0048,PROD-0069,2023-02-01,8,3851.42
ORD-000249,CUST-0688,PROD-0046,2023-04-22,13,5478.56
ORD-000250,CUST-0171,PROD-0034,2023-10-18,17,7577.07
ORD-000251,CUST-0420,PROD-0100,2023-10-13,2,1662.62
ORD-000252,CUST-0836,PROD-0060,2023-12-05,13,5288.4
ORD-000253,CUST-0462,PROD-0072,2023-05-12,18,12865.14
ORD-000254,CUST-0175,PROD-0057,2023-03-22,3,972.58
ORD-000255,CUST-0909,PROD-0078,2023-03-06,2,434.04
ORD-000256,CUST-0536,PROD-0094,2023-02-26,7,6042.4
ORD-000257,CUST-0830,PROD-0004,2023-07-13,16,14240.16
ORD-000258,CUST-0476,PROD-0099,2023-02-27,14,4761.68
ORD-000259,CUST-0689,PROD-0007,2023-01-16,5,3948.15
ORD-000260,CUST-0504,PROD-0065,2023-06-10,19,12876.68
ORD-000261,CUST-0577,PROD-0001,2023-04-17,17,14445.41
ORD-000262,CUST-0869,PROD-0003,2023-01-09,11,4580.62
ORD-000263,CUST-0824,PROD-0040,2023-12-30,10,5092.1
ORD-000264,CUST-0482,PROD-0042,2023-06-24,5,3865.9
ORD-000265,CUST-0229,PROD-0011,2023-02-18,11,10354.63
ORD-000266,CUST-0879,PROD-0017,2023-10-28,9,8951.13
ORD-000267,CUST-0911,PROD-0067,2023-01-09,7,1883.56
ORD-000268,CUST-0283,PROD-0091,2023-03-01,10,5895.12
ORD-000269,CUST-0585,PROD-0055,2023-09-08,15,5774.94
ORD-000270,CUST-0580,PROD-0036,2023-11-04,13,8478.6
ORD-000271,CUST-0964,PROD-0044,2023-07-25,10,9946.6
ORD-000272,CUST-0469,PROD-0018,2023-06-21,17,3270.97
ORD-000273,CUST-0168,PROD-0036,2023-07-05,4,2608.8
ORD-000274,CUST-0656,PROD-0096,2023-01-30,8,2722.18
ORD-000275,CUST-0212,PROD-0020,2023-06-10,2,1008.04
ORD-000276,CUST-0392,PROD-0064,2023-08-24,13,6295.22
ORD-000277,CUST-0187,PROD-0024,2023-01-25,1,726.52
ORD-000278,CUST-0925,PROD-0093,2023-03-09,9,7579.35
ORD-000279,CUST-0896,PROD-0097,2023-12-25,15,7964.82
ORD-000280,CUST-0228,PROD-0063,2023-03-02,19,2933.45
ORD-000281,CUST-0051,PROD-0050,2023-04-11,4,1376.56
ORD-000282,CUST-0344,PROD-0053,2023-11-26,4,3922.88
ORD-000283,CUST-0358,PROD-0043,2023-07-24,12,752.76
ORD-000284,CUST-0627,PROD-0019,2023-10-03,14,1036.39
ORD-000285,CUST-0617,PROD-0004,2023-06-15,1,890.01
ORD-000286,CUST-0938,PROD-0022,2023-02-11,6,2274.84
ORD-000287,CUST-0944,PROD-0056,2023-02-02,11,4534.86
ORD-000288,CUST-0934,PROD-0056,2023-05-16,15,6183.9
ORD-000289,CUST-0347,PROD-0009,2023-11-02,3,1767.21
ORD-000290,CUST-0124,PROD-0045,2023-07-13,9,4324.95
ORD-000291,CUST-0075,PROD-0072,2023-10-05,17,12150.41
ORD-000292,CUST-0781,PROD-0045,2023-06-27,7,3363.85
ORD-000293,CUST-0994,PROD-0041,2023-08-06,12,6966.72
ORD-000294,CUST-0085,PROD-0023,2023-05-29,4,2997.16
ORD-000295,CUST-0496,PROD-0013,2023-06-16,17,9628.8
ORD-000296,CUST-0896,PROD-0060,2023-10-24,17,6915.6
ORD-000297,CUST-0654,PROD-0037,2023-01-10,2,1351.1
ORD-000298,CUST-0521,PROD-0089,2023-02-10,12,8143.08
ORD-000299,CUST-0013,PROD-0009,2023-08-14,10,5890.7
ORD-000300,CUST-0833,PROD-0057,2023-06-06,5,1620.96
ORD-000301,CUST-0195,PROD-0099,2023-12-31,5,1700.6
ORD-000302,CUST-0137,PROD-0002,2023-03-01,12,10310.4
ORD-000303,CUST-0534,PROD-0095,2023-08-14,10,5796.72
ORD-000304,CUST-0507,PROD-0076,2023-08-21,19,8172.89
ORD-000305,CUST-0766,PROD-0097,2023-01-30,14,7433.83
ORD-000306,CUST-0758,PROD-0046,2023-07-07,19,8007.13
ORD-000307,CUST-0654,PROD-0076,2023-02-07,14,6022.13
ORD-000308,CUST-0671,PROD-0055,2023-03-24,8,3079.97
ORD-000309,CUST-0820,PROD-0095,2023-01-11,11,6376.39
ORD-000310,CUST-0890,PROD-0077,2023-08-27,16,9908.48
ORD-000311,CUST-0001,PROD-0037,2023-12-11,17,11484.35
ORD-000312,CUST-0604,PROD-0076,2023-04-19,10,4301.52
ORD-000313,CUST-0798,PROD-0005,2023-09-18,8,6831.28
ORD-000314,CUST-0713,PROD-0090,2023-10-08,17,5807.03
ORD-000315,CUST-0364,PROD-0078,2023-03-08,5,1085.1
ORD-000316,CUST-0858,PROD-0062,2023-08-04,5,4657.1
ORD-000317,CUST-0433,PROD-0084,2023-05-27,6,2455.85
ORD-000318,CUST-0182,PROD-0047,2023-07-02,5,4429.1
ORD-000319,CUST-0962,PROD-0091,2023-04-05,19,11200.73
ORD-000320,CUST-0974,PROD-0014,2023-07-13,14,5097.79
ORD-000321,CUST-0182,PROD-0074,2023-01-30,13,4037.54
ORD-000322,CUST-0559,PROD-0093,2023-09-16,3,2526.45
ORD-000323,CUST-0796,PROD-0040,2023-08-29,11,5601.31
ORD-000324,CUST-0115,PROD-0011,2023-10-21,4,3765.32
ORD-000325,CUST-0925,PROD-0040,2023-07-29,19,9674.99
ORD-000326,CUST-0174,PROD-0099,2023-02-25,16,5441.92
ORD-000327,CUST-0939,PROD-0075,2023-10-15,12,5176.68
ORD-000328,CUST-0742,PROD-0044,2023-02-12,18,17903.88
ORD-000329,CUST-0228,PROD-0053,2023-11-27,12,11768.64
ORD-000330,CUST-0562,PROD-0011,2023-03-03,5,4706.65
ORD-000331,CUST-0876,PROD-0074,2023-11-23,3,931.74
ORD-000332,CUST-0771,PROD-0063,2023-10-11,6,926.35
ORD-000333,CUST-0151,PROD-0091,2023-07-13,9,5305.61
ORD-000334,CUST-0404,PROD-0066,2023-06-29,13,7673.33
ORD-000335,CUST-0409,PROD-0026,2023-08-14,19,10482.11
ORD-000336,CUST-0499,PROD-0023,2023-12-01,9,6743.61
ORD-000337,CUST-0987,PROD-0002,2023-06-27,15,12888.0
ORD-000338,CUST-0174,PROD-0016,2023-02-18,13,6886.31
ORD-000339,CUST-0307,PROD-0051,2023-05-05,11,6448.73
ORD-000340,CUST-0557,PROD-0070,2023-04-03,16,13627.2
ORD-000341,CUST-0732,PROD-0030,2023-06-04,15,8971.05
ORD-000342,CUST-0532,PROD-0067,2023-04-14,19,5112.52
ORD-000343,CUST-0152,PROD-0079,2023-04-17,4,274.22
ORD-000344,CUST-0273,PROD-0046,2023-04-06,14,5899.99
ORD-000345,CUST-0348,PROD-0061,2023-03-16,7,5931.31
ORD-000346,CUST-0219,PROD-0016,2023-06-02,5,2648.58
ORD-000347,CUST-0488,PROD-0066,2023-07-16,2,1180.51
ORD-000348,CUST-0361,PROD-0098,2023-08-26,17,9287.78
ORD-000349,CUST-0987,PROD-0055,2023-07-04,16,6159.94
ORD-000350,CUST-0233,PROD-0094,2023-03-24,2,1726.4
ORD-000351,CUST-0109,PROD-0035,2023-08-03,9,3267.72
ORD-000352,CUST-0070,PROD-0096,2023-12-03,6,2041.63
ORD-000353,CUST-0614,PROD-0095,2023-06-30,13,7535.74
ORD-000354,CUST-0704,PROD-0057,2023-05-15,17,5511.26
ORD-000355,CUST-0406,PROD-0068,2023-01-22,1,492.06
ORD-000356,CUST-0956,PROD-0038,2023-09-28,1,866.88
ORD-000357,CUST-0651,PROD-0024,2023-06-08,6,4359.12
ORD-000358,CUST-0354,PROD-0041,2023-09-11,11,6386.16
ORD-000359,CUST-0183,PROD-0011,2023-11-24,15,14119.95
ORD-000360,CUST-0851,PROD-0066,2023-06-03,13,7673.33
ORD-000361,CUST-0465,PROD-0018,2023-08-09,2,384.82
ORD-000362,CUST-0760,PROD-0080,2023-10-28,6,3812.04
ORD-000363,CUST-0219,PROD-0074,2023-07-25,12,3726.96
ORD-000364,CUST-0498,PROD-0005,2023-01-22,16,13662.56
ORD-000365,CUST-0173,PROD-0052,2023-11-24,9,5227.65
ORD-000366,CUST-0436,PROD-0097,2023-05-02,8,4247.9
ORD-000367,CUST-0027,PROD-0020,2023-12-19,13,6552.26
ORD-000368,CUST-0381,PROD-0053,2023-07-26,14,13730.08
ORD-000369,CUST-0541,PROD-0001,2023-09-28,19,16144.87
ORD-000370,CUST-0889,PROD-0044,2023-10-02,12,11935.92
ORD-000371,CUST-0931,PROD-0010,2023-04-10,6,2309.04
ORD-000372,CUST-0802,PROD-0077,2023-09-26,12,7431.36
ORD-000373,CUST-0085,PROD-0075,2023-03-19,9,3882.51
ORD-000374,CUST-0518,PROD-0010,2023-03-02,2,769.68
ORD-000375,CUST-0064,PROD-0022,2023-02-27,6,2274.84
ORD-000376,CUST-0242,PROD-0042,2023-10-11,5,3865.9
ORD-000377,CUST-0666,PROD-0045,2023-09-06,16,7688.8
ORD-000378,CUST-0219,PROD-0088,2023-12-09,6,2698.2
ORD-000379,CUST-0130,PROD-0069,2023-07-30,19,9147.13
ORD-000380,CUST-0163,PROD-0033,2023-08-09,1,907.98
ORD-000381,CUST-0191,PROD-0063,2023-06-07,6,926.35
ORD-000382,CUST-0679,PROD-0077,2023-07-06,3,1857.84
ORD-000383,CUST-0179,PROD-0012,2023-11-02,17,16561.23
ORD-000384,CUST-0933,PROD-0089,2023-01-28,18,12214.62
ORD-000385,CUST-0038,PROD-0063,2023-09-01,14,2161.49
ORD-000386,CUST-0642,PROD-0076,2023-01-22,3,1290.46
ORD-000387,CUST-0311,PROD-0022,2023-01-22,11,4170.54
ORD-000388,CUST-0794,PROD-0084,2023-08-24,14,5730.31
ORD-000389,CUST-0678,PROD-0018,2023-05-30,11,2116.51
ORD-000390,CUST-0209,PROD-0021,2023-05-01,9,1757.25
ORD-000391,CUST-0885,PROD-0072,2023-04-09,12,8576.76
ORD-000392,CUST-0594,PROD-0003,2023-03-25,19,7911.98
ORD-000393,CUST-0952,PROD-0023,2023-07-15,8,5994.32
ORD-000394,CUST-0057,PROD-0013,2023-12-09,5,2832.0
ORD-000395,CUST-0386,PROD-0045,2023-09-06,1,480.55
ORD-000396,CUST-0936,PROD-0065,2023-06-26,5,3388.6
ORD-000397,CUST-0615,PROD-0075,2023-03-27,18,7765.02
ORD-000398,CUST-0912,PROD-0064,2023-07-21,3,1452.74
ORD-000399,CUST-0875,PROD-0080,2023-09-21,16,10165.44
