warehouse_id,product_id,stock_level,capacity,stockout_events,cogs_yearly
WH-01,PROD-0083,446,534,0,37687.866469260276
WH-01,PROD-0084,165,348,0,25290.9701337247
WH-01,PROD-0085,29,434,0,32993.901510254305
WH-01,PROD-0086,80,662,0,47728.42806459389
WH-01,PROD-0087,137,999,0,46696.443132267246
WH-01,PROD-0088,272,429,0,16620.997473453128
WH-01,PROD-0089,0,168,2,27167.81422967913
WH-01,PROD-0090,0,304,3,31084.247051228227
WH-01,PROD-0091,110,982,0,10799.587485979215
WH-01,PROD-0092,94,282,0,23013.52200096266
WH-01,PROD-0093,359,619,0,36342.565980218555
WH-01,PROD-0094,194,380,0,44344.29221844877
WH-01,PROD-0095,0,766,4,12754.394204073342
WH-01,PROD-0096,50,733,0,6839.087731991549
WH-01,PROD-0097,81,104,0,17536.565256438138
WH-01,PROD-0098,533,928,0,8991.614019067503
WH-01,PROD-0099,232,612,0,21019.616792239376
WH-01,PROD-0100,33,145,0,10793.677923483976
WH-02,PROD-0001,0,829,3,6769.046292849453
WH-02,PROD-0002,46,348,0,33255.51752709085
WH-02,PROD-0003,55,338,0,44311.038084804975
WH-02,PROD-0004,47,930,0,7748.508193468869
WH-02,PROD-0005,35,125,0,41279.05759068776
WH-02,PROD-0006,252,724,0,49381.564814006684
WH-02,PROD-0007,126,402,0,46581.87915983449
WH-02,PROD-0008,473,625,0,39197.99340219135
WH-02,PROD-0009,129,177,0,38636.192216019044
WH-02,PROD-0010,311,625,0,10990.26178643652
WH-02,PROD-0011,22,102,0,28025.484895204976
WH-02,PROD-0012,507,850,0,9822.740510289921
WH-02,PROD-0013,14,605,0,9719.112493961642
WH-02,PROD-0014,484,730,0,13202.774531418112
WH-02,PROD-0015,16,138,0,14515.160314844508
WH-02,PROD-0016,125,573,0,10389.295931866305
WH-02,PROD-0017,12,244,0,31711.66040993219
WH-02,PROD-0018,393,679,0,40512.70573733022
WH-02,PROD-0019,145,208,0,8911.412963934066
WH-02,PROD-0020,33,210,0,30098.401967769685
WH-02,PROD-0021,235,468,0,10741.113625800368
WH-02,PROD-0022,517,524,0,45484.13287152555
WH-02,PROD-0023,225,419,0,15995.891995909453
WH-02,PROD-0024,364,414,0,19865.68165764113
WH-02,PROD-0025,0,476,1,9580.211267918168
WH-02,PROD-0026,581,809,0,16068.097777302866
WH-02,PROD-0027,0,615,3,8954.943104306474
WH-02,PROD-0028,94,449,0,7504.40702106389
WH-02,PROD-0029,130,236,0,28603.01253066146
WH-02,PROD-0030,35,139,0,49876.49906457774
WH-02,PROD-0031,65,105,0,30919.9288012547
WH-02,PROD-0032,0,174,3,41768.24319271759
WH-02,PROD-0033,605,980,0,12689.941432552961
WH-02,PROD-0034,440,673,0,37330.577187644914
WH-02,PROD-0035,0,814,2,17599.05921471279
WH-02,PROD-0036,132,399,0,13416.968685088552
WH-02,PROD-0037,0,217,3,13977.81173022439
WH-02,PROD-0038,112,631,0,28842.80104315025
WH-02,PROD-0039,89,100,0,39550.07756492775
WH-02,PROD-0040,138,649,0,46940.64540156203
WH-02,PROD-0041,258,944,0,7332.059157009211
WH-02,PROD-0042,9,789,0,29687.140307216894
WH-02,PROD-0043,171,749,0,14077.870804860613
WH-02,PROD-0044,129,267,0,8954.065005919556
WH-02,PROD-0045,100,418,0,5121.990473644835
WH-02,PROD-0046,549,876,0,23532.841136627085
WH-02,PROD-0047,94,705,0,46828.81149115216
WH-02,PROD-0048,235,417,0,23383.32318211626
WH-02,PROD-0049,375,984,0,49591.826440582576
WH-02,PROD-0050,546,687,0,46690.224061537
WH-02,PROD-0051,405,419,0,7164.258978383947
WH-02,PROD-0052,327,448,0,42257.339922987136
WH-02,PROD-0053,269,328,0,40979.170891378206
WH-02,PROD-0054,212,390,0,13388.224405466484
WH-02,PROD-0055,378,950,0,33519.13536740797
WH-02,PROD-0056,131,673,0,19228.84620334226
WH-02,PROD-0057,88,141,0,35734.19285377096
WH-02,PROD-0058,294,939,0,37120.21046848967
WH-02,PROD-0059,690,899,0,33084.56948818269
WH-02,PROD-0060,22,964,0,24743.51039247526
WH-02,PROD-0061,0,764,1,22616.694959067587
WH-02,PROD-0062,615,920,0,15306.142591615835
WH-02,PROD-0063,133,138,0,19976.710366061794
WH-02,PROD-0064,41,278,0,11267.243269852426
WH-02,PROD-0065,110,114,0,32903.27401678311
WH-02,PROD-0066,0,577,3,40486.874505103886
WH-02,PROD-0067,440,649,0,19027.49305079967
WH-02,PROD-0068,438,510,0,11440.759349681131
WH-02,PROD-0069,85,295,0,37132.88370006264
WH-02,PROD-0070,117,616,0,41956.57871024058
WH-02,PROD-0071,227,258,0,25565.009867675526
WH-02,PROD-0072,14,795,0,40878.29146007991
WH-02,PROD-0073,156,360,0,15316.312785468866
WH-02,PROD-0074,684,943,0,37401.64414457335
WH-02,PROD-0075,114,194,0,36227.6800010195
WH-02,PROD-0076,281,391,0,16330.957650812874
WH-02,PROD-0077,0,168,3,48158.36575538125
WH-02,PROD-0078,549,971,0,15230.794236349417
WH-02,PROD-0079,46,122,0,17956.832741407678
WH-02,PROD-0080,395,462,0,46033.358397933414
WH-02,PROD-0081,209,715,0,32515.440594559153
WH-02,PROD-0082,615,722,0,44245.57590248682
WH-02,PROD-0083,355,559,0,46343.773501733594
WH-02,PROD-0084,0,232,1,36825.73854410293
WH-02,PROD-0085,91,205,0,21849.59163741899
WH-02,PROD-0086,28,150,0,9691.113472331428
WH-02,PROD-0087,213,396,0,45980.87892150709
WH-02,PROD-0088,813,868,0,15615.771556778654
WH-02,PROD-0089,109,445,0,13384.439577235431
WH-02,PROD-0090,0,924,0,44145.33629279577
WH-02,PROD-0091,370,666,0,31607.394608521816
WH-02,PROD-0092,430,760,0,7464.27374699141
WH-02,PROD-0093,201,236,0,41128.40518691052
WH-02,PROD-0094,153,216,0,20007.46272610149
WH-02,PROD-0095,243,674,0,29182.80213220653
WH-02,PROD-0096,37,174,0,20585.569746468256
WH-02,PROD-0097,16,309,0,31418.070086145526
WH-02,PROD-0098,0,975,3,16170.189924071836
WH-02,PROD-0099,70,124,0,12448.099284258822
WH-02,PROD-0100,160,600,0,21307.72546024849
WH-03,PROD-0001,149,162,0,14904.374633649368
WH-03,PROD-0002,468,981,0,28182.815708306567
WH-03,PROD-0003,83,948,0,25654.504460765587
WH-03,PROD-0004,117,247,0,43728.44080508303
WH-03,PROD-0005,103,162,0,27598.775464905917
WH-03,PROD-0006,735,868,0,8018.441482479237
WH-03,PROD-0007,210,314,0,20722.414957219986
WH-03,PROD-0008,0,769,1,6644.73505316427
WH-03,PROD-0009,143,385,0,30417.85099681774
WH-03,PROD-0010,0,117,0,39898.74275127547
WH-03,PROD-0011,193,274,0,29050.51510657611
WH-03,PROD-0012,113,212,0,27365.537696956206
WH-03,PROD-0013,643,930,0,13186.7658722872
WH-03,PROD-0014,102,154,0,38896.07993363529
WH-03,PROD-0015,457,877,0,45384.36844184979
WH-03,PROD-0016,86,261,0,49051.91460271825
WH-03,PROD-0017,177,899,0,44014.71920051856
WH-03,PROD-0018,64,107,0,29827.51678667029
WH-03,PROD-0019,442,934,0,27747.85455977152
WH-03,PROD-0020,53,427,0,20267.206065328595
WH-03,PROD-0021,66,328,0,44935.72171310763
WH-03,PROD-0022,263,703,0,9474.862674170532
WH-03,PROD-0023,87,195,0,37502.01193350466
WH-03,PROD-0024,45,219,0,42359.89390551462
WH-03,PROD-0025,0,551,1,11348.683194997111
WH-03,PROD-0026,822,834,0,45335.11183345039
WH-03,PROD-0027,73,106,0,8847.883888451064
WH-03,PROD-0028,84,250,0,6193.949174321887
WH-03,PROD-0029,402,480,0,31236.87024363615
WH-03,PROD-0030,81,799,0,45170.22699846387
WH-03,PROD-0031,0,914,4,20113.963571742577
WH-03,PROD-0032,194,485,0,31563.27241316635
WH-03,PROD-0033,19,495,0,33086.700853211034
WH-03,PROD-0034,221,355,0,21324.105259967546
WH-03,PROD-0035,98,152,0,47680.39881329705
WH-03,PROD-0036,363,953,0,11305.092909490366
WH-03,PROD-0037,157,813,0,26934.403921228113
WH-03,PROD-0038,127,826,0,13194.821246971245
WH-03,PROD-0039,114,981,0,28060.594514686472
WH-03,PROD-0040,551,620,0,36448.0633922407
WH-03,PROD-0041,358,380,0,14811.039837233891
WH-03,PROD-0042,234,377,0,23976.677054897682
WH-03,PROD-0043,441,765,0,45525.753555637355
WH-03,PROD-0044,74,709,0,42016.27441602533
WH-03,PROD-0045,84,227,0,41677.44927811057
WH-03,PROD-0046,33,140,0,29938.010113210705
WH-03,PROD-0047,229,252,0,42338.381166824074
WH-03,PROD-0048,628,698,0,5494.812289631622
WH-03,PROD-0049,56,126,0,16992.4277016897
WH-03,PROD-0050,167,830,0,16282.8797252719
WH-03,PROD-0051,820,848,0,12891.70753805523
WH-03,PROD-0052,400,784,0,23844.67362014329
WH-03,PROD-0053,0,575,4,20924.211945256226
WH-03,PROD-0054,362,921,0,13296.691430553345
WH-03,PROD-0055,291,792,0,39694.36664909653
WH-03,PROD-0056,20,128,0,42668.55458163632
WH-03,PROD-0057,0,110,1,37468.97875048575
WH-03,PROD-0058,226,843,0,47718.805867599454
WH-03,PROD-0059,110,154,0,47933.91214428349
WH-03,PROD-0060,68,505,0,26768.972386958572
WH-03,PROD-0061,547,861,0,29292.925050868704
WH-03,PROD-0062,243,566,0,7314.1616067912655
WH-03,PROD-0063,364,606,0,11960.24633974563
WH-03,PROD-0064,153,300,0,26340.678891516633
WH-03,PROD-0065,39,172,0,37768.49402916215
WH-03,PROD-0066,60,316,0,35978.10783924812
WH-03,PROD-0067,24,141,0,16088.091495759807
WH-03,PROD-0068,228,230,0,5105.272578160022
WH-03,PROD-0069,477,534,0,5236.421835127321
WH-03,PROD-0070,0,623,1,9121.193299698538
WH-03,PROD-0071,16,916,0,47760.68092193611
WH-03,PROD-0072,496,922,0,13330.981797737884
WH-03,PROD-0073,79,417,0,44282.56261443837
WH-03,PROD-0074,660,875,0,39156.61304924824
WH-03,PROD-0075,373,584,0,33675.421090526914
WH-03,PROD-0076,24,299,0,45651.37156862112
WH-03,PROD-0077,142,367,0,36192.884515561615
WH-03,PROD-0078,537,588,0,6774.206511582765
WH-03,PROD-0079,15,877,0,46636.17428370496
WH-03,PROD-0080,85,893,0,46196.973391461885
WH-03,PROD-0081,334,881,0,36383.91202610779
WH-03,PROD-0082,114,236,0,46597.828791943866
WH-03,PROD-0083,476,597,0,26339.63974958587
WH-03,PROD-0084,422,471,0,25481.465826627023
WH-03,PROD-0085,489,542,0,34004.599278162
WH-03,PROD-0086,158,625,0,21411.376225578762
WH-03,PROD-0087,187,719,0,26647.78477298389
WH-03,PROD-0088,0,230,3,20294.373369562978
WH-03,PROD-0089,38,282,0,19188.065202377467
WH-03,PROD-0090,515,596,0,40582.54241775336
WH-03,PROD-0091,0,496,1,44868.99867062842
WH-03,PROD-0092,107,525,0,15483.176363913519
WH-03,PROD-0093,226,410,0,44154.44932554184
WH-03,PROD-0094,250,513,0,44361.57527078897
WH-03,PROD-0095,17,240,0,47258.04643308033
WH-03,PROD-0096,38,838,0,5426.844513282414
WH-03,PROD-0097,61,128,0,8984.453477612817
WH-03,PROD-0098,0,417,4,33237.745844826655
WH-03,PROD-0099,0,539,1,39572.30362390332
WH-03,PROD-0100,339,458,0,38191.20357150012
WH-04,PROD-0001,2,788,0,26028.984494194367
WH-04,PROD-0002,157,475,0,43376.98197613556
WH-04,PROD-0003,189,245,0,31509.884051190267
WH-04,PROD-0004,398,531,0,22294.699122185677
WH-04,PROD-0005,139,443,0,48038.70639017413
WH-04,PROD-0006,60,904,0,16654.219322081615
WH-04,PROD-0007,197,479,0,49204.87317860367
WH-04,PROD-0008,301,418,0,32035.930089898913
WH-04,PROD-0009,76,161,0,49513.32094160115
WH-04,PROD-0010,563,810,0,7924.388426730231
WH-04,PROD-0011,659,683,0,42702.158087746044
WH-04,PROD-0012,372,409,0,42378.913298778105
WH-04,PROD-0013,329,465,0,7112.541071651585
WH-04,PROD-0014,217,924,0,6652.9371841976135
WH-04,PROD-0015,258,605,0,42179.256310728466
WH-04,PROD-0016,53,616,0,48609.61835633651
WH-04,PROD-0017,520,788,0,46748.852743784584
WH-04,PROD-0018,752,989,0,12825.286214876927
WH-04,PROD-0019,418,589,0,39120.731406684106
WH-04,PROD-0020,144,161,0,11925.315785293478
WH-04,PROD-0021,226,259,0,15099.82573264973
WH-04,PROD-0022,124,219,0,29163.84903020361
WH-04,PROD-0023,67,428,0,31103.879352701504
WH-04,PROD-0024,266,709,0,44485.738818367114
WH-04,PROD-0025,0,422,4,26450.457274866578
WH-04,PROD-0026,225,294,0,43795.74277694528
WH-04,PROD-0027,462,620,0,34485.88912875598
WH-04,PROD-0028,225,360,0,23380.394588181443
WH-04,PROD-0029,71,137,0,36307.14317823876
WH-04,PROD-0030,89,275,0,28967.113373034295
WH-04,PROD-0031,59,136,0,9926.098702450425
WH-04,PROD-0032,592,895,0,7768.266180765577
WH-04,PROD-0033,223,400,0,28223.55591996275
WH-04,PROD-0034,185,214,0,30709.352386380833
WH-04,PROD-0035,97,139,0,29470.050859882966
WH-04,PROD-0036,288,848,0,44538.34938598211
WH-04,PROD-0037,79,246,0,34630.33255962915
WH-04,PROD-0038,58,452,0,44028.239043191104
WH-04,PROD-0039,362,780,0,15741.051408545789
WH-04,PROD-0040,169,792,0,9762.53422228628
WH-04,PROD-0041,421,766,0,13514.969290325265
WH-04,PROD-0042,44,232,0,44232.95874853544
WH-04,PROD-0043,0,130,2,10799.144036305035
WH-04,PROD-0044,436,462,0,38457.87153312235
WH-04,PROD-0045,99,181,0,30028.178076789063
WH-04,PROD-0046,523,688,0,5287.364227257511
WH-04,PROD-0047,12,323,0,32761.7113269084
WH-04,PROD-0048,16,212,0,10212.973555111595
WH-04,PROD-0049,699,965,0,5408.258209372623
WH-04,PROD-0050,162,464,0,10780.192314193611
WH-04,PROD-0051,413,566,0,5829.247343219786
WH-04,PROD-0052,223,332,0,42805.467623354845
WH-04,PROD-0053,59,511,0,13077.379554072504
WH-04,PROD-0054,21,136,0,47175.2819256403
WH-04,PROD-0055,483,963,0,8052.667659732735
WH-04,PROD-0056,191,830,0,36867.74398903767
WH-04,PROD-0057,393,500,0,26310.82497957898
WH-04,PROD-0058,89,121,0,8361.24879910343
WH-04,PROD-0059,305,309,0,49556.676773779116
WH-04,PROD-0060,284,786,0,25068.123815464467
WH-04,PROD-0061,226,862,0,31747.81366528454
WH-04,PROD-0062,6,559,0,7953.176505830583
WH-04,PROD-0063,110,132,0,26988.943568209957
WH-04,PROD-0064,537,558,0,12152.222747454043
WH-04,PROD-0065,284,837,0,47493.66357310234
WH-04,PROD-0066,140,198,0,43439.43985077047
WH-04,PROD-0067,284,370,0,36215.70016016699
WH-04,PROD-0068,799,983,0,8707.14705271292
WH-04,PROD-0069,0,183,3,17296.67871491942
WH-04,PROD-0070,381,948,0,11797.60513014051
WH-04,PROD-0071,20,703,0,45928.602992651824
WH-04,PROD-0072,954,968,0,48403.42125215939
WH-04,PROD-0073,452,758,0,49278.99415819227
WH-04,PROD-0074,57,356,0,45234.46416556105
WH-04,PROD-0075,161,626,0,14589.711681128749
WH-04,PROD-0076,0,931,4,21583.685467569252
WH-04,PROD-0077,207,370,0,29445.476260548116
WH-04,PROD-0078,144,159,0,9102.402068278625
WH-04,PROD-0079,590,619,0,25416.21355723772
WH-04,PROD-0080,198,661,0,33179.91447341369
WH-04,PROD-0081,535,792,0,46438.153151705905
WH-04,PROD-0082,915,998,0,40844.178093927934
WH-04,PROD-0083,221,252,0,10278.868503307753
WH-04,PROD-0084,235,372,0,16139.298002151882
WH-04,PROD-0085,500,620,0,17104.703199579395
WH-04,PROD-0086,71,443,0,18966.288151560817
WH-04,PROD-0087,720,816,0,5522.924295864528
WH-04,PROD-0088,319,373,0,22799.52877459859
WH-04,PROD-0089,165,594,0,18124.816041918646
WH-04,PROD-0090,216,400,0,43705.50787351421
WH-04,PROD-0091,168,201,0,6782.847140676072
WH-04,PROD-0092,178,313,0,9721.85802881787
WH-04,PROD-0093,75,500,0,49399.81669702159
WH-04,PROD-0094,462,771,0,27449.966905311023
WH-04,PROD-0095,0,185,4,20570.74554401778
WH-04,PROD-0096,1,341,0,29040.89926894003
WH-04,PROD-0097,588,844,0,8536.032371975933
WH-04,PROD-0098,193,202,0,48985.98738416536
WH-04,PROD-0099,173,189,0,36193.72733702064
WH-04,PROD-0100,225,242,0,6853.257287567225
WH-05,PROD-0001,304,527,0,47819.748845989714
WH-05,PROD-0002,122,416,0,6421.376517153892
WH-05,PROD-0003,72,873,0,7338.707764316258
WH-05,PROD-0004,369,515,0,47084.081688475686
WH-05,PROD-0005,689,939,0,33138.709709627656
WH-05,PROD-0006,61,183,0,32551.609364652108
WH-05,PROD-0007,0,482,3,45266.749522723745
WH-05,PROD-0008,389,999,0,41778.39964831222
WH-05,PROD-0009,382,509,0,33960.99628384362
WH-05,PROD-0010,699,908,0,37921.52847898994
WH-05,PROD-0011,86,111,0,34263.23836430542
WH-05,PROD-0012,300,636,0,32708.390987400926
WH-05,PROD-0013,54,246,0,26158.21667134993
WH-05,PROD-0014,732,784,0,40536.43282141156
WH-05,PROD-0015,287,794,0,27418.807240391256
WH-05,PROD-0016,0,693,1,49835.02622255339
WH-05,PROD-0017,58,972,0,34264.655885612156
WH-05,PROD-0018,754,813,0,35610.27090940811
WH-05,PROD-0019,181,192,0,6379.362599261272
WH-05,PROD-0020,0,452,4,12838.700146021414
WH-05,PROD-0021,158,824,0,23715.831476612337
WH-05,PROD-0022,19,123,0,33294.41681926753
WH-05,PROD-0023,363,831,0,39547.574963005114
WH-05,PROD-0024,49,251,0,44016.417325510185
WH-05,PROD-0025,616,707,0,24737.69386353157
WH-05,PROD-0026,97,216,0,26900.10236411163
WH-05,PROD-0027,334,677,0,45531.58388050663
WH-05,PROD-0028,0,873,2,49645.99923533026
WH-05,PROD-0029,245,285,0,21161.796334980416
WH-05,PROD-0030,236,742,0,25961.576315911185
WH-05,PROD-0031,14,120,0,15610.644228164443
WH-05,PROD-0032,519,893,0,23238.958238858453
WH-05,PROD-0033,297,577,0,15689.449621574493
WH-05,PROD-0034,1,433,0,13143.96287192704
WH-05,PROD-0035,933,936,0,27152.503540161564
WH-05,PROD-0036,0,417,1,25038.736475119946
WH-05,PROD-0037,230,603,0,21165.501622989454
WH-05,PROD-0038,69,229,0,34345.546048869706
WH-05,PROD-0039,27,956,0,16616.00447155074
WH-05,PROD-0040,260,328,0,19633.55289011127
WH-05,PROD-0041,459,523,0,10889.314732325744
WH-05,PROD-0042,302,400,0,15560.331721769799
WH-05,PROD-0043,66,109,0,24891.096820228588
WH-05,PROD-0044,604,691,0,20165.142939407884
WH-05,PROD-0045,360,961,0,24389.938564781267
WH-05,PROD-0046,263,375,0,32771.52439718135
WH-05,PROD-0047,312,612,0,12516.885855542743
WH-05,PROD-0048,120,383,0,32249.21709401973
WH-05,PROD-0049,203,786,0,26358.389408741627
WH-05,PROD-0050,555,596,0,25086.58909306635
WH-05,PROD-0051,206,466,0,30116.31123172383
WH-05,PROD-0052,333,350,0,7568.908524019169
WH-05,PROD-0053,292,610,0,47147.256153273265
WH-05,PROD-0054,0,896,0,10494.946130451206
WH-05,PROD-0055,244,297,0,8985.001290045862
WH-05,PROD-0056,178,260,0,6870.778657267644
WH-05,PROD-0057,275,589,0,49398.35553314811
WH-05,PROD-0058,250,315,0,5222.299142048432
WH-05,PROD-0059,305,316,0,48789.398663165586
WH-05,PROD-0060,37,138,0,11284.306464034082
WH-05,PROD-0061,0,483,1,11459.406291772679
WH-05,PROD-0062,374,845,0,12307.185259804439
WH-05,PROD-0063,128,440,0,37887.32636918944
WH-05,PROD-0064,351,768,0,15555.25820006729
WH-05,PROD-0065,85,594,0,16488.79361277943
WH-05,PROD-0066,118,292,0,47507.63987633104
WH-05,PROD-0067,113,513,0,15986.628069006842
WH-05,PROD-0068,302,637,0,30677.438598747336
WH-05,PROD-0069,344,687,0,36028.70379642025
WH-05,PROD-0070,0,900,3,47339.39103521292
WH-05,PROD-0071,52,753,0,35013.71826459083
WH-05,PROD-0072,89,460,0,20685.81502588867
WH-05,PROD-0073,574,803,0,48972.838289959276
WH-05,PROD-0074,88,780,0,44183.90526517666
WH-05,PROD-0075,588,684,0,17990.851798878713
WH-05,PROD-0076,97,423,0,23186.314474296483
WH-05,PROD-0077,18,593,0,41353.067387356634
WH-05,PROD-0078,396,693,0,40901.61419863855
WH-05,PROD-0079,364,950,0,41802.53972787597
WH-05,PROD-0080,309,443,0,34208.35964574769
WH-05,PROD-0081,654,824,0,33359.393674811494
WH-05,PROD-0082,0,810,1,22118.886690475898
WH-05,PROD-0083,472,704,0,31841.84637434397
WH-05,PROD-0084,496,835,0,24998.87537380407
WH-05,PROD-0085,10,201,0,32155.186702162006
WH-05,PROD-0086,2,721,0,29406.364924088222
WH-05,PROD-0087,303,427,0,43122.53126176584
WH-05,PROD-0088,220,728,0,20356.152243177035
WH-05,PROD-0089,4,111,0,22947.02514036052
WH-05,PROD-0090,299,392,0,26451.296376852162
WH-05,PROD-0091,86,142,0,41584.3582422242
WH-05,PROD-0092,363,597,0,47998.56631797206
WH-05,PROD-0093,22,120,0,24388.7941192115
WH-05,PROD-0094,0,435,1,45411.37470274941
WH-05,PROD-0095,803,892,0,46716.5545158338
WH-05,PROD-0096,323,882,0,47049.62120624814
WH-05,PROD-0097,333,569,0,26864.229163384654
WH-05,PROD-0098,51,472,0,35154.32155749238
WH-05,PROD-0099,750,768,0,28951.709600256807
WH-05,PROD-0100,143,747,0,9033.185261972394
