date,total_orders,fulfillment_rate,avg_delivery_days,shipping_cost,stockout_events,inventory_value,warehouse_utilization_pct
2026-03-05 10:15:52.463206,128,92.73224513895491,4.031766510860622,9624.766387470316,3,1761510.6317174723,67.14008854839597
2026-03-06 10:15:52.463206,138,86.35729871638098,5.639936184136716,9516.679241559195,7,1618218.063316261,93.64614790165714
2026-03-07 10:15:52.463206,121,87.02285507578586,6.268888800804863,12781.246968634527,1,1101122.6761227902,87.89535154110689
2026-03-08 10:15:52.463206,139,84.83344342224665,5.22080324639785,11149.603238555417,2,1084106.8061149975,87.7247917120012
2026-03-09 10:15:52.463206,159,75.5846399151142,5.1186023134240255,11721.635649834738,0,1700969.13145912,71.09119219077365
2026-03-10 10:15:52.463206,94,77.481502820846,3.9674091636018067,12753.719363797112,0,1072763.0063641935,68.66687760519494
2026-03-11 10:15:52.463206,141,75.72287127079488,3.372411071223597,13790.05875999323,2,1821860.0592903562,62.30331823688178
2026-03-12 10:15:52.463206,141,89.63743945906695,6.5888630318133075,7717.946725366894,4,1706242.2271564961,52.53689734929172
2026-03-13 10:15:52.463206,126,82.23018756475551,6.601672228653322,8131.412479039384,2,1081348.7806418997,88.9125069314774
2026-03-14 10:15:52.463206,141,86.69712589678817,5.532405829093072,5033.801338249559,0,1084837.714085192,86.58054541085349
2026-03-15 10:15:52.463206,130,95.87402890030015,4.356119164194803,10361.081550957913,0,1986639.5785011756,94.98729529787587
2026-03-16 10:15:52.463206,134,80.73372127042413,4.396838298450644,4395.365011764163,7,1374270.7957561202,94.84865766832574
2026-03-17 10:15:52.463206,143,84.43880722981949,5.903822715480958,9121.57819945706,9,1370642.147066891,74.99442675211824
2026-03-18 10:15:52.463206,82,92.37767618649012,6.588441039810308,9969.090981783342,1,1812799.5672575026,84.60443368312298
2026-03-19 10:15:52.463206,130,80.26235780630732,6.548345697060469,7151.953773411129,2,1947248.5773838586,92.51445784470926
2026-03-20 10:15:52.463206,86,76.77053792606223,6.1195021834304955,10499.165866259118,1,1986001.0638228708,88.23413258048352
2026-03-21 10:15:52.463206,100,81.66428341701666,5.568126584617151,4335.502749329544,2,1753378.1852589417,61.1306645784439
2026-03-22 10:15:52.463206,152,78.70808960684211,3.3365598599801953,4410.830076241358,6,1376259.5855309158,70.2744860889542
2026-03-23 10:15:52.463206,118,96.38304600387917,3.646514856378455,13048.606167256241,0,1083500.7166986687,55.81217368181727
2026-03-24 10:15:52.463206,97,93.58676872998159,6.5942167541083165,7962.097055523892,9,1777146.9159274367,92.9322962266425
2026-03-25 10:15:52.463206,83,89.56828639973975,5.42571623863836,5397.665639170733,7,1558404.2497358052,77.27785855028961
2026-03-26 10:15:52.463206,139,95.04359357431751,3.0367882064665186,9744.675860602849,9,1424222.0092469763,60.28892624765582
2026-03-27 10:15:52.463206,93,93.48445776867963,3.4058861714641284,12469.929084084719,9,1906354.385094736,80.22653079826355
2026-03-28 10:15:52.463206,88,79.29111135437883,5.654007076432223,6374.031302465275,9,1111197.4823061514,77.81577082060531
2026-03-29 10:15:52.463206,132,95.52885696526948,3.0202463353848747,10851.795234009003,1,1492625.104290859,66.11732231147782
2026-03-30 10:15:52.463206,81,87.40487156405996,3.6432322056699946,4938.822114931448,2,1011353.6447674191,55.11009164898331
2026-03-31 10:15:52.463206,139,93.57112356877343,5.194935157466345,4568.498932854684,8,1468660.6419941261,80.22079380167598
2026-04-01 10:15:52.463206,150,95.61009989824035,5.767580790770773,9844.90094724963,6,1056303.2756818375,73.4138465406707
2026-04-02 10:15:52.463206,123,82.31407992435287,5.607845038010402,9946.986337711172,3,1118817.9162680719,84.75432762810377
2026-04-03 10:15:52.463206,87,77.53119426413656,3.897077237842239,11011.728916480271,9,1117526.246777105,73.4073575500397
2026-04-04 10:15:52.463206,126,80.24250873846466,5.848716885390143,11987.004670949278,4,1649210.3021160634,88.3481675143343
2026-04-05 10:15:52.463206,114,84.8234791384039,3.9489963499872003,14734.372874087881,1,1746044.8792654234,74.83580774485185
2026-04-06 10:15:52.463206,157,93.81433961621734,4.301598792637071,9679.303831313147,7,1583368.7650971597,75.24220871909239
2026-04-07 10:15:52.463206,115,94.79680341489589,5.985965620472097,7552.521202353706,3,1962172.5484745419,89.44941211962552
2026-04-08 10:15:52.463206,129,75.15989900221739,5.598531596188859,12747.04814245574,8,1374870.579523704,68.15672897955787
2026-04-09 10:15:52.463206,83,86.74718795928402,6.396893641976712,6979.154763882816,4,1285712.0862818607,56.03068528027883
2026-04-10 10:15:52.463206,81,84.60045307242191,5.630451569201373,8828.685627761997,8,1868599.1281894604,51.29522043410025
2026-04-11 10:15:52.463206,85,80.1084796408268,5.2732344133418865,4863.020194764926,3,1223595.8385194526,83.98117650531285
2026-04-12 10:15:52.463206,133,77.7569034486747,3.37469907131237,4278.858177570032,9,1963222.5394406114,77.91392981090591
2026-04-13 10:15:52.463206,83,82.76514894228345,4.4708632122377345,14589.132561457176,4,1012154.4746898164,81.68358956446505
2026-04-14 10:15:52.463206,133,96.68692318998794,4.060809470726902,13195.781325634263,8,1969878.826707639,59.58338726790098
2026-04-15 10:15:52.463206,142,82.43366743647736,3.9759585735163343,11655.716267030679,7,1043159.9119505761,56.13671640140464
2026-04-16 10:15:52.463206,97,86.93218430009742,6.892042219009783,8498.482388556968,2,1891143.113698071,50.654509955054685
2026-04-17 10:15:52.463206,123,91.16943605458908,4.572390898667042,5906.237520779304,0,1527701.1090862998,65.77644014629686
2026-04-18 10:15:52.463206,113,83.36348085472376,6.568186220708453,5720.807469381946,2,1992964.7961193002,76.54629590845849
2026-04-19 10:15:52.463206,153,97.35098790258209,5.524554503989052,6752.6718798105485,3,1073796.5647353989,67.65098202948795
2026-04-20 10:15:52.463206,141,97.13628778366856,6.179245214166594,10041.493311767324,1,1553854.2844013209,69.6863714910678
2026-04-21 10:15:52.463206,93,80.79099280398337,5.010548372420768,11860.555149700685,0,1969302.535619099,90.68714125221868
2026-04-22 10:15:52.463206,127,86.43671563552486,5.307615538505436,11262.171143895044,6,1523097.844170149,65.67149601604851
2026-04-23 10:15:52.463206,94,81.9202011257857,4.970070775275456,7079.272866405371,7,1629398.6381352625,73.12952701219149
2026-04-24 10:15:52.463206,151,81.55133137068175,3.780971951192178,14503.518087295135,6,1695748.6889846171,85.26438557335143
2026-04-25 10:15:52.463206,157,75.84839978915426,5.889808461046021,12116.866083653455,4,1454541.0647677733,67.84442520445715
2026-04-26 10:15:52.463206,141,89.01997968153762,4.123089449763423,10097.894577625408,0,1627558.0800840636,77.9939015102543
2026-04-27 10:15:52.463206,119,86.56161753426382,3.0972638657258154,10728.928208577876,6,1584314.3119231001,88.80636689360352
2026-04-28 10:15:52.463206,159,76.18401127874975,5.581889183628672,8615.60068670569,6,1901158.0104909888,92.72842806459388
2026-04-29 10:15:52.463206,132,81.40886867744206,3.7084427176281958,6725.040884512732,8,1045446.3803414579,56.618306641806704
2026-04-30 10:15:52.463206,103,95.89011537723303,6.761834337411657,7915.699465163878,2,1280963.1895922304,91.69644313226725
2026-05-01 10:15:52.463206,105,80.50992348534037,6.8157143080103495,12336.30721510806,8,1950411.4840765586,72.14523318857923
2026-05-02 10:15:52.463206,139,78.33258205809813,6.659457560881794,4158.328374927314,0,1890263.7838909163,61.62099747345313
2026-05-03 10:15:52.463206,120,86.25741348638395,4.480634801021777,5276.799045576079,0,1455656.752785713,70.66110903072176
2026-05-04 10:15:52.463206,108,97.66996044454382,3.0618264661154697,4506.02906223928,3,1620132.5978015368,94.10146588784647
2026-05-05 10:15:52.463206,94,80.56727124476451,6.713274250350901,4448.016825508672,8,1277381.1829811328,72.16781422967912
2026-05-06 10:15:52.463206,124,90.45911759033521,4.712736593269257,13410.06642412108,5,1188121.1597237613,64.79382246293787
2026-05-07 10:15:52.463206,144,92.5172511525605,6.866619276174678,11740.23645318026,2,1463698.404939982,78.50303844425267
2026-05-08 10:15:52.463206,150,80.4656635118252,6.854479908357011,9215.912119960576,0,1353352.228026053,60.806552845018686
2026-05-09 10:15:52.463206,88,91.74897601807277,6.41203782186944,5076.175767161016,3,1583656.1118508722,53.413849764889875
2026-05-10 10:15:52.463206,80,83.45901205254282,4.177795568278343,9407.774626285156,8,1077734.636964985,55.79958748597922
2026-05-11 10:15:52.463206,87,89.54303410365233,4.540390914407701,9208.189478586222,2,1974394.8076661665,55.76206275309976
